,Bed,Bath,m²,Price,Address,Property_type,New_build,Page,County,Province
10094,1.0,1.0,37.0,225000.0,"Apartment 64, Gandon Hall, Dublin 1",Apartment,no,496,Dublin 1,Leinster
10095,2.0,1.0,,99000.0,"Apartment 13, Railway Court, Letterkenny, Co. Donegal",Apartment,no,496,Donegal,Ulster
10096,3.0,2.0,101.0,285000.0,"4 Fitzhaven, South Circular Road, South Circular Road, Co. Limerick",Townhouse,no,496,Limerick,Munster
10097,3.0,1.0,93.0,260000.0,"325 Killinarden Estate, Tallaght, Tallaght, Dublin 24",Terrace,no,496,Dublin 24,Leinster
10098,4.0,2.0,,99000.0,"Apartment 5A, Orchard Crescent, Letterkenny, Co. Donegal",Apartment,no,497,Donegal,Ulster
10099,5.0,3.0,180.0,920000.0,"Estherfield, Rathbeale Road, Swords, Co. Dublin",Detached,no,497,Dublin,Leinster
10100,4.0,4.0,181.0,425000.0,"6 The Orchards, Castlerock, Midleton, Co. Cork",Detached,no,497,Cork,Munster
10101,4.0,2.0,180.0,260000.0,"""The Old School House"", Augharan, Aughavas, Co. Leitrim",Detached,no,497,Leitrim,Connaught
10102,6.0,4.0,286.0,485000.0,"Station Road, Askeaton, Co. Limerick",Detached,no,497,Limerick,Munster
10103,3.0,1.0,73.0,139000.0,"30 Ballygologue Park, Listowel, Co. Kerry",Terrace,no,497,Kerry,Munster
10104,4.0,3.0,219.0,340000.0,"2 Lakewood, Lavagh, Kilnaleck, Cavan, Co. Cavan",Detached,no,497,Cavan,Ulster
10105,2.0,2.0,70.0,135000.0,"10 The Pillar, King Street, Wexford Town, Co. Wexford",Apartment,no,497,Wexford,Leinster
10106,2.0,1.0,76.0,225000.0,"Residence on c.3 Acres, Church Street, Glenamaddy, Co. Galway",Detached,no,497,Galway,Connaught
10107,3.0,3.0,107.0,299000.0,"9 Ashfort, Golf Links Road, Castletroy, Co. Limerick",Semi-D,no,497,Limerick,Munster
10108,3.0,2.0,97.0,215000.0,"41 Rossdarragh Glen, Portlaoise, Co. Laois",End of Terrace,no,497,Laois,Leinster
10109,3.0,3.0,106.0,420000.0,"22 Charnwood Court, Clonsilla, Dublin 15",Semi-D,no,497,Dublin 15,Leinster
10110,3.0,2.0,126.0,205000.0,"13 Glen Cove, Courtown, Co. Wexford",Terrace,no,497,Wexford,Leinster
10111,4.0,3.0,204.0,685000.0,"33 Broadfield View, Kilcullen Road, Naas, Co. Kildare",Detached,no,497,Kildare,Leinster
10112,3.0,3.0,102.0,430000.0,"3 Summerseat Crescent, Summerseat, Clonee, Co. Meath",Semi-D,no,497,Meath,Leinster
10113,4.0,5.0,190.0,379000.0,"Dromclogh, Listowel, Co. Kerry",Detached,no,497,Kerry,Munster
10114,4.0,3.0,,275000.0,"The Cottage, Aghnahaha, Rossinver, Co. Leitrim",Detached,no,497,Leitrim,Connaught
10115,3.0,3.0,121.0,330000.0,"72 Dealg Ban, Ladysbridge, Co. Cork",Semi-D,no,497,Cork,Munster
10116,3.0,3.0,,465000.0,"85 Clonliffe Road, Drumcondra, Dublin 3",Terrace,no,497,Dublin 3,Leinster
10117,0.0,0.0,3642.102707296346,49950.0,"Cloghvoolia, Killavullen, Co. Cork",Site,no,497,Cork,Munster
10118,4.0,3.0,157.0,515000.0,"18 Laburnum Avenue, Forest Hill, Carrigaline, Co. Cork",Detached,no,498,Cork,Munster
10119,3.0,1.0,124.0,385000.0,"Ennistone, 5 Slaney View Court, Wexford Town, Co. Wexford",Detached,no,498,Wexford,Leinster
10120,4.0,2.0,124.0,160000.0,"7 Radharc Na Coille, Drumkeen, Co. Donegal",Semi-D,no,498,Donegal,Ulster
10121,4.0,2.0,115.0,269000.0,"12 Beechmount, Carnew, Co. Wicklow",Detached,no,498,Wicklow,Leinster
10122,4.0,3.0,127.0,399000.0,"347 Sundays Well, Naas, Co. Kildare",Bungalow,no,498,Kildare,Leinster
10123,7.0,,547.0,1350000.0,"Oakfield House, Cahernorry, Ballyneety, Co. Limerick",Detached,no,498,Limerick,Munster
10124,4.0,3.0,239.0,399500.0,"Brownstown, Ballymackey, Nenagh, Co. Tipperary",Bungalow,no,498,Tipperary,Munster
10125,3.0,1.0,103.0,225000.0,"The Gables, St Senans Road, Enniscorthy, Co. Wexford",Bungalow,no,498,Wexford,Leinster
10126,3.0,1.0,,180000.0,"4 Glenegad Drive, Clonmel, Co. Tipperary",Semi-D,no,498,Tipperary,Munster
10127,2.0,,55.0,32000.0,"Cartrongolan, Drumlish, Co. Longford",Detached,no,498,Longford,Leinster
10128,4.0,4.0,,369500.0,"Two x 2 Bed Apartments at Tubber Hill, Westport, Co. Mayo",Apartment,no,498,Mayo,Connaught
10129,3.0,2.0,102.0,210000.0,"8 Chancery Park Downs, Tullamore, Co. Offaly",Terrace,no,498,Offaly,Leinster
10130,5.0,4.0,225.0,540000.0,"Rocky Ridge, Rathflesk, Rathmolyon, Summerhill, Co. Meath",Detached,no,498,Meath,Leinster
10131,7.0,3.0,298.0,695000.0,"Ros Na Ri, Ros Na Ri, Forramoyle East, Barna, Co. Galway",Detached,no,498,Galway,Connaught
10132,3.0,3.0,112.0,445000.0,"4 The Birches, Ballinahinch Wood, Ashford, Co. Wicklow",Semi-D,no,498,Wicklow,Leinster
10133,4.0,1.0,166.0,850000.0,"Tully, Strandhill, Co. Sligo",Detached,no,498,Sligo,Connaught
10134,0.0,0.0,1748209.299502246,650000.0,"47C Phibsborough Road, Phibsborough, Dublin 7",Site,no,498,Dublin 7,Leinster
10135,4.0,3.0,,455000.0,"Avalon, 5 Shorewood, Waterford City, Co. Waterford",Detached,no,498,Waterford,Munster
10136,2.0,3.0,,125000.0,"93 Church Hill, Tullamore, Co. Offaly",Terrace,no,498,Offaly,Leinster
10137,0.0,0.0,4046.7807858848287,85000.0,"Leagaun, Moycullen, Co. Galway",Site,no,498,Galway,Connaught
10138,4.0,4.0,277.0,525000.0,"Canonstown, Termonfeckin, Co. Louth",Detached,no,499,Louth,Leinster
10139,4.0,4.0,,415000.0,"Ballinacourty, Aherlow, Co. Tipperary",Detached,no,499,Tipperary,Munster
10140,3.0,2.0,104.0,220000.0,"5 Mill Haven, Ballyedmond, Ballyedmond, Co. Wexford",Semi-D,no,499,Wexford,Leinster
10141,4.0,2.0,165.0,695000.0,"29 Anne Devlin Road, Rathfarnham, Dublin 14",Semi-D,no,499,Dublin 14,Leinster
10142,3.0,3.0,,,"Bridge End, Bridge End, Maynooth, Co. Kildare",Semi-D,yes,499,Kildare,Leinster
10143,4.0,4.0,,,"Bridge End, Bridge End, Maynooth, Co. Kildare",Detached,yes,499,Kildare,Leinster
10144,3.0,1.0,79.0,190000.0,"Bunnahowna, Mulranny, Mulranny, Co. Mayo",Detached,no,499,Mayo,Connaught
10145,4.0,3.0,138.0,750000.0,"30 Shrewsbury Wood Cabinteely Dublin 18, Cabinteely, Dublin 18",Detached,no,499,Dublin 18,Leinster
10146,4.0,3.0,225.0,495000.0,"Quilty East, Quilty, Co. Clare",Detached,no,499,Clare,Munster
10147,4.0,2.0,137.0,375000.0,"3 St Marys Villas, Western Road, Cork City, Co. Cork",Terrace,no,499,Cork,Munster
10148,3.0,2.0,,215000.0,"Ballyouskill, Kilkenny, Co. Kilkenny",Detached,no,499,Kilkenny,Leinster
10149,3.0,3.0,98.0,145000.0,"45 The Maples, Ballyhaunis, Co. Mayo",Semi-D,no,499,Mayo,Connaught
10150,3.0,1.0,,250000.0,"Oristown, Navan, Co. Meath",Detached,no,499,Meath,Leinster
10151,3.0,2.0,141.0,845000.0,"Willow Bank, Herbert Road, Bray, Co. Wicklow",Detached,no,499,Wicklow,Leinster
10152,3.0,2.0,143.0,525000.0,"45 Brookwood Crescent, Artane, Dublin 5",Semi-D,no,499,Dublin 5,Leinster
10153,2.0,1.0,66.0,375000.0,"63 Murtagh Road, Stoneybatter, Dublin 7",Terrace,no,499,Dublin 7,Leinster
10154,3.0,3.0,86.0,295000.0,"Olive Ville, Church Bay Road, Crosshaven, Co. Cork",Detached,no,499,Cork,Munster
10155,3.0,1.0,92.0,250000.0,"Dough, Lahinch, Co. Clare",Detached,no,499,Clare,Munster
10156,4.0,3.0,115.0,530000.0,"8 Holywell Grove, Sea Road, Kilcoole, Co. Wicklow",Detached,no,499,Wicklow,Leinster
10157,1.0,1.0,132.0,125000.0,"Main Street, Pallaskenry, Pallaskenry, Co. Limerick",Detached,no,499,Limerick,Munster
10158,3.0,2.0,110.0,249000.0,"17 Ballybunion Holiday Village, Sandhill Road, Ballybunion, Co. Kerry",Semi-D,no,499,Kerry,Munster
10159,3.0,1.0,114.0,425000.0,"3 Springlawn Drive, Blanchardstown, Blanchardstown, Dublin 15",Semi-D,no,500,Dublin 15,Leinster
10160,1.0,1.0,,274950.0,"Apartment 42, South Gate Apartments, Dublin 8",Apartment,no,500,Dublin 8,Leinster
10161,3.0,3.0,82.0,139000.0,"5 Corradoo Cottages, Ballinafad, Ballinafad, Co. Sligo",Semi-D,no,500,Sligo,Connaught
10162,3.0,3.0,,120000.0,"Sroove, Monasteraden, Co. Sligo",Detached,no,500,Sligo,Connaught
10163,3.0,2.0,131.0,390000.0,"1 Hawthorn Drive, Mountain Bay, Arklow, Co. Wicklow",Semi-D,no,500,Wicklow,Leinster
10164,4.0,1.0,93.0,250000.0,"153 Blarney Street, Cork City, Co. Cork",Terrace,no,500,Cork,Munster
10165,4.0,3.0,,699000.0,"28 Church Road, Killiney, Co. Dublin",Detached,no,500,Dublin,Leinster
10166,4.0,2.0,143.0,895000.0,"Sanmartine, 664 Howth Road, Raheny, Dublin 5",Semi-D,no,500,Dublin 5,Leinster
10167,3.0,2.0,100.0,230000.0,"4 Riverdowns, Ladysbridge, Co. Cork",Semi-D,no,500,Cork,Munster
10168,2.0,2.0,85.0,325000.0,"Apartment 52, Block A, Lymewood Mews, Northwood, Santry, Dublin 9",Apartment,no,500,Dublin 9,Leinster
10169,18.0,14.0,499.0,2000000.0,"24 and 26 Howth Road, Clontarf, Dublin 3",Detached,no,500,Dublin 3,Leinster
10170,3.0,3.0,87.0,395000.0,"17 Whitechurch Place, Rathfarnham, Dublin 16",Bungalow,no,500,Dublin 16,Leinster
10171,3.0,2.0,85.0,190000.0,"98 Lissadyra, Ballygaddy Road, Tuam, Co. Galway",End of Terrace,no,500,Galway,Connaught
10172,3.0,1.0,70.0,,"Bunkilleen, Mohill, Co. Leitrim",Detached,no,500,Leitrim,Connaught
10173,3.0,2.0,172.0,100000.0,"PADDY DAWSON'S, Rathduff, Cullen, Co. Tipperary",Detached,no,500,Tipperary,Munster
10174,3.0,2.0,,270000.0,"5 Royal Court, Borris-In-Ossory, Portlaoise, Co. Laois",Detached,no,500,Laois,Leinster
10175,3.0,1.0,,450000.0,"5 Kilakee Gardens, Firhouse, Dublin 24",Semi-D,no,500,Dublin 24,Leinster
10176,2.0,3.0,87.0,270000.0,"19 The Gallops, Swords, Co. Dublin",Duplex,no,500,Dublin,Leinster
10177,5.0,2.0,202.0,1750000.0,"17 Sandymount Green, Sandymount, Dublin 4",Terrace,no,500,Dublin 4,Leinster
10178,4.0,2.0,130.0,450000.0,"12 Woodlands, Naas, Co. Kildare",Detached,no,500,Kildare,Leinster
10180,3.0,2.0,,185000.0,"15 Dún Na Sí, Rathcore, Co. Meath",Apartment,no,501,Meath,Leinster
10181,3.0,2.0,93.0,450000.0,"Church Strand, Baltimore, Co. Cork",Detached,no,501,Cork,Munster
10182,6.0,3.0,,350000.0,"5 Links Close Phase 2, Rosslare Strand, Co. Wexford",Detached,no,501,Wexford,Leinster
10183,3.0,2.0,62.0,175000.0,"2 Masinass, Creeslough, Co. Donegal",Detached,no,501,Donegal,Ulster
10184,3.0,1.0,232.0,70000.0,"Main Street, Elphin, Co. Roscommon",Semi-D,no,501,Roscommon,Connaught
10185,3.0,1.0,,160000.0,"33 Tullaskeagh Drive, Roscrea, Co. Tipperary",Terrace,no,501,Tipperary,Munster
10186,3.0,2.0,100.0,265000.0,"47 Castlerock Avenue, Castleconnell, Co. Limerick",End of Terrace,no,501,Limerick,Munster
10187,3.0,1.0,,110000.0,"Rathbaun, Dromahair, Co. Leitrim",Detached,no,501,Leitrim,Connaught
10188,0.0,0.0,3035.0855894136216,60000.0,"Site At Down, Daingean, Co. Offaly",Site,no,501,Offaly,Leinster
10189,5.0,4.0,415.0,3750000.0,"Ingleside, Brennanstown Rd, Foxrock, Dublin 18",Detached,no,501,Dublin 18,Leinster
10190,1.0,1.0,,197500.0,"Skehanagh Castlecove, Castlecove, Co. Kerry",Detached,no,501,Kerry,Munster
10191,0.0,0.0,0.0,85000.0,"Kilurin, Killeigh, Co. Offaly",Site,no,501,Offaly,Leinster
10192,3.0,3.0,,310000.0,"68 The Close, Curragh Grange, Newbridge, Co. Kildare",Semi-D,no,501,Kildare,Leinster
10193,3.0,1.0,89.0,285000.0,"7 Beech Road, Connell Drive, Newbridge, Co. Kildare",Semi-D,no,501,Kildare,Leinster
10194,3.0,3.0,83.0,595000.0,"63B Garville Lane, Rathgar, Rathgar, Dublin 6",Terrace,no,501,Dublin 6,Leinster
10195,6.0,4.0,227.0,,"2 Coolreagh, Bodyke, Co. Clare",Semi-D,no,501,Clare,Munster
10196,3.0,3.0,112.0,380000.0,"22 Oak Glade Close, Naas, Co. Kildare",Semi-D,no,501,Kildare,Leinster
10199,3.0,2.0,200.0,245000.0,"Meelaherragh, Kanturk, Co. Cork",Detached,no,502,Cork,Munster
10200,2.0,1.0,38.0,195000.0,"2 John Street, Gorey, Co. Wexford",Apartment,no,502,Wexford,Leinster
10201,4.0,4.0,186.0,475000.0,"3 Ros Alainn, Gurteenroe, Macroom, Co. Cork",Detached,no,502,Cork,Munster
10202,4.0,2.0,175.0,350000.0,"Drumbreagh, Lisdoonan, Carrickmacross, Co. Monaghan",Detached,no,502,Monaghan,Ulster
10203,4.0,3.0,141.0,425000.0,"68 Longshore Drive, Jacob's Island, Cork City, Co. Cork",Semi-D,no,502,Cork,Munster
10204,3.0,1.0,,215000.0,"3 Brook Street, Dundalk, Co. Louth",Terrace,no,502,Louth,Leinster
10205,3.0,1.0,80.0,195000.0,"12 Briarscourt, Shanakiel, Cork City, Co. Cork",Terrace,no,502,Cork,Munster
10206,3.0,3.0,99.0,365000.0,"15 Woodland Park, Rush, Co. Dublin",Semi-D,no,502,Dublin,Leinster
10207,4.0,2.0,148.0,695000.0,"1 Farranlea Park, Model Farm Road, Model Farm Road, Co. Cork",Detached,no,502,Cork,Munster
10208,2.0,2.0,73.0,139000.0,"Apartment 169, Block G, Portarlington, Co. Laois",Townhouse,no,502,Laois,Leinster
10209,2.0,1.0,67.0,350000.0,"10A Willow Court, Druid Valley, Cabinteely, Dublin 18",Apartment,no,502,Dublin 18,Leinster
10210,3.0,1.0,,365000.0,"Rooaunmore, Ardrahan, Co. Galway",Detached,no,502,Galway,Connaught
10211,3.0,1.0,78.0,160000.0,"1 Lower Waterford Road, Carrickbeg, Carrick-on-Suir, Co. Tipperary",Terrace,no,502,Tipperary,Munster
10212,3.0,2.0,96.0,375000.0,"46 Littlepace Woods, Clonee, Clonee, Dublin 15",Semi-D,no,502,Dublin 15,Leinster
10213,3.0,3.0,87.0,149000.0,"18 Stream Street, Taghmon, Co. Wexford",Terrace,no,502,Wexford,Leinster
10214,3.0,2.0,134.0,340000.0,"Cuchulainn Heights, Carlingford, Co. Louth",Semi-D,no,502,Louth,Leinster
10215,3.0,3.0,116.0,195000.0,"23 The Olde Mill Stone, Killala Road, Ballina, Co. Mayo",Semi-D,no,502,Mayo,Connaught
10216,3.0,3.0,115.0,255000.0,"20 Castlepark Drive, Mallow, Co. Cork",Semi-D,no,502,Cork,Munster
10217,4.0,4.0,165.0,495000.0,"3 Broomhall Avenue, Rathnew, Co. Wicklow",Detached,no,502,Wicklow,Leinster
10218,2.0,2.0,100.0,180000.0,"Cloonnahulty, Kiltimagh, Co. Mayo",Detached,no,502,Mayo,Connaught
10219,4.0,2.0,199.0,375000.0,"The Orchard, Bagenalstown, Co. Carlow",Detached,no,503,Carlow,Leinster
10220,3.0,3.0,89.0,255000.0,"39 Ballina Quay, Ballina, Co. Tipperary",Terrace,no,503,Tipperary,Munster
10221,2.0,2.0,90.0,475000.0,"Apartment 5, Cedar Hall, Millbrook Court, Milltown, Dublin 6",Apartment,no,503,Dublin 6,Leinster
10222,2.0,1.0,68.0,395000.0,"114 Philomena Terrace, Stella Gardens, Irishtown, Dublin 4",End of Terrace,no,503,Dublin 4,Leinster
10223,3.0,3.0,,385000.0,"5 Fox Court, Balbriggan Street, Skerries, Co. Dublin",Duplex,no,503,Dublin,Leinster
10224,3.0,1.0,,399950.0,"27 Moeran Road, Walkinstown, Walkinstown, Dublin 12",End of Terrace,no,503,Dublin 12,Leinster
10225,3.0,2.0,,270000.0,"39 Alandale Square, Ashbourne Avenue, South Circular Road, Co. Limerick",Apartment,no,503,Limerick,Munster
10226,3.0,1.0,73.0,490000.0,"19 Ophaly Court, Dundrum, Dundrum, Dublin 14",Terrace,no,503,Dublin 14,Leinster
10227,0.0,0.0,3642.102707296346,45000.0,"Ballyteige Little, Ballycommon, Tullamore, Co. Offaly",Site,no,503,Offaly,Leinster
10228,3.0,2.0,72.0,460000.0,"2 Carrigaline Road, Crosshaven, Co. Cork",Semi-D,no,503,Cork,Munster
10229,2.0,1.0,63.0,179950.0,"14 Saint Canice's Court, Cappagh Green, Finglas, Dublin 11",Duplex,no,503,Dublin 11,Leinster
10230,4.0,3.0,197.0,350000.0,"GLACKMORE, TURE, Muff, Co. Donegal",Detached,no,503,Donegal,Ulster
10231,3.0,3.0,120.0,695000.0,"18A Ardee Road, Rathmines, Dublin 6",Detached,no,503,Dublin 6,Leinster
10232,3.0,3.0,106.0,325000.0,"29 Boroimhe Hawthorns, Swords, Co. Dublin",Apartment,no,503,Dublin,Leinster
10233,5.0,2.0,148.0,825000.0,"98 Saint Mobhi Road, Glasnevin, Dublin 9",Semi-D,no,503,Dublin 9,Leinster
10234,0.0,0.0,291368.21658370766,730000.0,"72 Acres Grange Little, Rosslare Strand, Co. Wexford",Site,no,503,Wexford,Leinster
10235,5.0,5.0,1618.7123143539316,550000.0,"Pigeon Hill House, Ballymorris, Cratloe, Co. Clare",Detached,no,503,Clare,Munster
10236,4.0,2.0,130.0,625000.0,"4 Monaloe Drive, Deansgrange, Blackrock, Co. Dublin",Semi-D,no,503,Dublin,Leinster
10237,5.0,3.0,260.0,800000.0,"Slane Lodge, Bishopstown Avenue, Bishopstown, Co. Cork",Detached,no,503,Cork,Munster
10238,4.0,3.0,106.0,389500.0,"51 The Lawn, Coolroe Meadows, Ovens, Co. Cork",Semi-D,no,503,Cork,Munster
10239,3.0,3.0,,,"Kyletaun, Rathkeale, Co. Limerick",Detached,no,504,Limerick,Munster
10240,3.0,2.0,114.0,185000.0,"6 Oliver Plunkett Hill, Fermoy, Co. Cork",Townhouse,no,504,Cork,Munster
10241,2.0,2.0,75.0,160000.0,"Apartment 4, The Court, Mullingar, Co. Westmeath",Apartment,no,504,Westmeath,Leinster
10242,4.0,3.0,125.0,260000.0,"59 Alderwood, Carrickmacross, Co. Monaghan",Semi-D,no,504,Monaghan,Ulster
10243,0.0,0.0,1618.7123143539316,200000.0,"1 Navan Gate Street, Trim, Co. Meath",Site,no,504,Meath,Leinster
10244,3.0,2.0,90.0,375000.0,"68 Shanard Avenue, Santry, Santry, Dublin 9",Semi-D,no,504,Dublin 9,Leinster
10245,5.0,4.0,175.0,265000.0,"5A The Crescent, Ennis, Co. Clare",Terrace,no,504,Clare,Munster
10246,2.0,1.0,75.0,149000.0,"143 Crann Nua, Edenderry Road, Portarlington, Co. Laois",Apartment,no,504,Laois,Leinster
10248,6.0,3.0,177.0,875000.0,"Cul Na Mara, Oldcourt Park, Bray, Co. Wicklow",Detached,no,504,Wicklow,Leinster
10249,5.0,2.0,230.0,1800000.0,"Ambleside, 9 Green Park, Rathgar, Dublin 14",Detached,no,504,Dublin 14,Leinster
10250,5.0,3.0,360.0,1285000.0,"Oakley Park House, On. Approx. 19.34 Ha (47.8 Acres), Kells, Co. Meath",Detached,no,504,Meath,Leinster
10251,3.0,3.0,89.0,285000.0,"11 Bloomfield, Ringaskiddy, Co. Cork",End of Terrace,no,504,Cork,Munster
10252,2.0,2.0,93.0,199950.0,"Gorthmellia Strand, Barnatra, Ballina, Barnatra, Co. Mayo",Detached,no,504,Mayo,Connaught
10253,3.0,3.0,92.0,,"16 glasan, Ballybane, Co. Galway",Duplex,no,504,Galway,Connaught
10254,2.0,1.0,53.0,335000.0,"42A James Connolly Square, Bray, Co. Wicklow",Semi-D,no,504,Wicklow,Leinster
10255,3.0,3.0,,195000.0,"Apartment 21, Quayside Apartments, Ramelton, Co. Donegal",Apartment,no,504,Donegal,Ulster
10256,2.0,1.0,47.0,295000.0,"Apartment 32, The Mill, The Coombe, Dublin 8",Apartment,no,504,Dublin 8,Leinster
10257,5.0,3.0,175.0,450000.0,"3 Rathbride Close, Kildare, Co. Kildare",Detached,no,504,Kildare,Leinster
10258,3.0,3.0,96.0,425000.0,"17 Hunters Meadow, Ballycullen, Dublin 24",Terrace,no,504,Dublin 24,Leinster
10259,5.0,2.0,232.0,1175000.0,"Cloonlumney, Church Road, Greystones, Co. Wicklow",Terrace,no,505,Wicklow,Leinster
10260,3.0,3.0,258.0,550000.0,"Highfield House, Forties, Ferns, Co. Wexford",Detached,no,505,Wexford,Leinster
10261,3.0,2.0,93.0,450000.0,"Lahern, Church Strand, Baltimore, Co. Cork",Detached,no,505,Cork,Munster
10262,4.0,3.0,138.0,1050000.0,"1 Eglinton Square, Donnybrook, Dublin 4",End of Terrace,no,505,Dublin 4,Leinster
10263,3.0,1.0,93.0,250000.0,"Knockroe, Pallasgreen, Co. Limerick",Detached,no,505,Limerick,Munster
10264,4.0,3.0,209.0,395000.0,"21 The Brickfield, Abbeycartron, Longford Town, Co. Longford",Detached,no,505,Longford,Leinster
10265,2.0,2.0,79.0,299950.0,"Apartment 10, Weir House, Richmond Road, Drumcondra, Dublin 3",Apartment,no,505,Dublin 3,Leinster
10266,0.0,0.0,3035.0855894136216,60000.0,"Killynan, Brackin, Mullingar, Co. Westmeath",Site,no,505,Westmeath,Leinster
10267,3.0,1.0,69.0,215000.0,"13 Vicar Street, Cork City, Co. Cork",Terrace,no,505,Cork,Munster
10268,3.0,3.0,98.0,525000.0,"1 Cairnbrook Way, Cairnbrook, Carrickmines, Dublin 18",End of Terrace,no,505,Dublin 18,Leinster
10269,3.0,3.0,90.0,330000.0,"78 Springmount, Kinsale, Co. Cork",Semi-D,no,505,Cork,Munster
10270,3.0,1.0,,185000.0,"Rossduff Drumhalry (Near Arva) , Arva, Co. Cavan",Bungalow,no,505,Cavan,Ulster
10271,4.0,3.0,139.0,495000.0,"Karuna, Karuna, The Old VIllage, Rathnew, Co. Wicklow",Bungalow,no,505,Wicklow,Leinster
10272,2.0,2.0,52.0,199950.0,"23 Ballin Ré­, Collins Lane, Tullamore, Co. Offaly",Semi-D,no,505,Offaly,Leinster
10273,2.0,2.0,68.0,415000.0,"Apt, 4 Glaslynn, Howth Road, Clontarf, Dublin 3",Apartment,no,505,Dublin 3,Leinster
10274,3.0,3.0,102.0,395000.0,"36 Castle Park, Swords, Co. Dublin",End of Terrace,no,505,Dublin,Leinster
10275,4.0,3.0,,390000.0,"Laragh, Attymon, Athenry, Co. Galway",Detached,no,505,Galway,Connaught
10276,2.0,1.0,,120000.0,"Apartment 7, Millstream Court, Ennis, Co. Clare",Apartment,no,505,Clare,Munster
10277,5.0,4.0,,435000.0,"Sillogue, Monasterboice, Monasterboice, Co. Louth",Detached,no,505,Louth,Leinster
10278,2.0,2.0,62.0,175000.0,"7 Carraig Brooke, Ivy Lane, Carrickmacross, Co. Monaghan",Apartment,no,505,Monaghan,Ulster
10279,4.0,2.0,138.0,310000.0,"Cornwall, Killurin, Co. Wexford",Detached,no,506,Wexford,Leinster
10280,5.0,2.0,121.0,365000.0,"Pollmanagh Little, Cleariestown, Co. Wexford",Detached,no,506,Wexford,Leinster
10281,5.0,2.0,,350000.0,"null, Killanne, Co. Wexford",Detached,no,506,Wexford,Leinster
10282,2.0,1.0,,165000.0,"324 Ashbrook Avenue, Tom Bellew Avenue, Dundalk, Co. Louth",End of Terrace,no,506,Louth,Leinster
10283,2.0,2.0,74.0,335000.0,"Apartment 227, Compass, Seabourne View, Greystones, Co. Wicklow",Apartment,no,506,Wicklow,Leinster
10284,3.0,2.0,116.0,220000.0,"59 Libadore, Ballina, Co. Mayo",Semi-D,no,506,Mayo,Connaught
10285,3.0,1.0,83.0,220000.0,"23 Meadow Park Close, Ballyvolane, Ballyvolane, Co. Cork",Semi-D,no,506,Cork,Munster
10286,4.0,4.0,252.0,379999.0,"White House, Drumgore, Loughduff, Co. Cavan",Detached,no,506,Cavan,Ulster
10287,3.0,1.0,110.0,525000.0,"29 Glasilawn Road, Glasnevin, Glasnevin, Dublin 11",End of Terrace,no,506,Dublin 11,Leinster
10288,3.0,2.0,90.0,675000.0,"65 Terenure Road North, Terenure, Dublin 6W",Terrace,no,506,Dublin,Leinster
10289,3.0,1.0,102.0,250000.0,"Cork Road, Mallow, Co. Cork",Detached,no,506,Cork,Munster
10290,4.0,3.0,204.0,445000.0,"6 Greenhill Road, Wicklow Town, Co. Wicklow",Detached,no,506,Wicklow,Leinster
10291,3.0,3.0,155.0,299000.0,"Drumeanan Beg, Ballinamore, Co. Leitrim",Detached,no,506,Leitrim,Connaught
10292,4.0,3.0,124.0,199950.0,"16 Glenwaters, Ballybofey, Co. Donegal",Detached,no,506,Donegal,Ulster
10293,5.0,3.0,239.0,485000.0,"3 Cluain Fada, Ballysheedy, Ballysheedy, Co. Limerick",Detached,no,506,Limerick,Munster
10294,3.0,2.0,105.0,445000.0,"127 Celtic Park Avenue, Whitehall, Dublin 9",Terrace,no,506,Dublin 9,Leinster
10295,2.0,1.0,60.0,340000.0,"Apartment 21, Saint Ive's, Malahide, Co. Dublin",Apartment,no,506,Dublin,Leinster
10296,4.0,3.0,102.0,250000.0,"9 Beginis, Larchfield Court, Kilkenny, Co. Kilkenny",Duplex,no,506,Kilkenny,Leinster
10297,0.0,0.0,9712.273886123588,140000.0,"New Antrim, Castlebar, Co. Mayo",Site,no,506,Mayo,Connaught
10298,3.0,4.0,240.0,285000.0,"Loobnamuck, Killasser, Swinford, Co. Mayo",Detached,no,506,Mayo,Connaught
10299,5.0,4.0,210.0,1025000.0,"28 Fairway Drive, Cualanor, Dun Laoghaire, Co. Dublin",Terrace,no,507,Dublin,Leinster
10300,4.0,,105.0,595000.0,"23 Rathmore Avenue, Stillorgan, Co. Dublin",Bungalow,no,507,Dublin,Leinster
10301,0.0,0.0,39172.83800736514,100000.0,"9.68 Acres Approx Keenaghan, Oldcastle, Collinstown, Co. Westmeath",Site,no,507,Westmeath,Leinster
10302,5.0,6.0,353.0,1295000.0,"Hollyfarm, Salestown, Dunboyne, Co. Meath",Detached,no,507,Meath,Leinster
10303,4.0,2.0,106.0,130000.0,"Main Street, Kildysart, Co. Clare",Terrace,no,507,Clare,Munster
10304,4.0,2.0,,795000.0,"Jackson`s Turret, Clancy Strand, Limerick City, Co. Limerick",Detached,no,507,Limerick,Munster
10305,3.0,2.0,128.0,550000.0,"19 Greentrees Road, Manor Estate, Dublin 12",Semi-D,no,507,Dublin 12,Leinster
10306,2.0,1.0,60.0,220000.0,"35 Marlfield Terrace, Tallaght, Tallaght, Dublin 24",Apartment,no,507,Dublin 24,Leinster
10307,3.0,3.0,98.0,375000.0,"9 Tynan Hall Park, Kingswood, Tallaght, Dublin 24",Semi-D,no,507,Dublin 24,Leinster
