,Date,Address,New_price,Old_price,Change(€),Change(%),Page,County,Province
2676,2022-06-27," Rockforest, Knock, Roscrea, Co. Tipperary ",160000,200000,-40000,-20.0,190,Tipperary,Munster
2677,2022-06-27," Site At Crowe Abbey, Lower Kindlestown, Greystones, Co. Wicklow ",274000,300000,-26000,-8.67,190,Wicklow,Leinster
2678,2022-06-27," 260 Castletown, Leixlip, Co. Kildare ",450000,500000,-50000,-10.0,190,Kildare,Leinster
2680,2022-06-27," 81 Woodford, Stillorgan, Co. Dublin ",745000,795000,-50000,-6.29,190,Dublin,Leinster
2681,2022-06-27," 24 Saint Nicholas Village, Golf Links Road, Bettystown, Meath ",625000,680000,-55000,-8.09,190,Meath,Leinster
2682,2022-06-27," 35 Millmount Grove, Dundrum, Dublin 14 ",299000,315000,-16000,-5.08,191,Dublin 14,Leinster
2684,2022-06-27," 42 Cluain na Greine, Dungarvan, Waterford ",179000,199000,-20000,-10.05,191,Waterford,Munster
2685,2022-06-27," 14 Cluain Shee, Aikens Village, Sandyford, Dublin 18 ",295000,325000,-30000,-9.23,191,Dublin 18,Leinster
2688,2022-06-27," Brewsterfield, Killarney, Kerry ",250000,220000,30000,13.64,191,Kerry,Munster
2689,2022-06-27," Castlewhite, Waterfall, Cork ",328000,365000,-37000,-10.14,191,Cork,Munster
2690,2022-06-27," The White House, Main Street, Castletownsend, Cork ",650000,720000,-70000,-9.72,191,Cork,Munster
2691,2022-06-27," Shangrila, Williamstown Road, , Waterford City, Waterford ",495000,450000,45000,10.0,191,Waterford,Munster
2692,2022-06-27," 160 Edgewood Lawns, Blanchardstown, Dublin 15 ",279500,290000,-10500,-3.62,191,Dublin 15,Leinster
2695,2022-06-26," 34 Llewellyn Grove, Rathfarnham, Dublin 16 ",495000,485000,10000,2.06,192,Dublin 16,Leinster
2696,2022-06-26," 28 Holywell Crescent, Donaghmede,   Dublin 13 ",390000,420000,-30000,-7.14,192,Dublin 13,Leinster
2697,2022-06-25," Solas,Liccaun,Killea,Dunmore East,Co. Waterford ",320000,360000,-40000,-11.11,192,Waterford,Munster
2698,2022-06-24," Tower Hill,Piltown,Co. Kilkenny,E32EH10 ",285000,300000,-15000,-5.0,192,Kilkenny,Leinster
2699,2022-06-24," 65 Ard Mhuire,Carrick On Suir,Co. Tipperary,E32 YK54 ",135000,120000,15000,12.5,192,Tipperary,Munster
2700,2022-06-24," Kingstown,Clifden,Co.Galway,H71P623 ",575000,695000,-120000,-17.27,192,Galway,Connaught
2701,2022-06-24," 2 Meadow Way, Clonsilla, Dublin 15 ",299950,319950,-20000,-6.25,192,Dublin 15,Leinster
2702,2022-06-24," No 4 Baile Thiobóid, Craanford, Wexford ",345000,375000,-30000,-8.0,192,Wexford,Leinster
2703,2022-06-24," Ballybeg, Ferns, Wexford ",399000,425000,-26000,-6.12,192,Wexford,Leinster
2704,2022-06-24," 13 Peyton Avenue, Rathcoole, County Dublin ",525000,495000,30000,6.06,192,Dublin,Leinster
2705,2022-06-24," Shangrila, Williamstown Road, Waterford City, Waterford ",495000,450000,45000,10.0,193,Waterford,Munster
2706,2022-06-24," 4, Bride Place, Wexford Town, Wexford ",175000,155000,20000,12.9,193,Wexford,Leinster
2707,2022-06-24," Knockatee West, Dunmore, Galway ",265000,275000,-10000,-3.64,193,Galway,Connaught
2710,2022-06-24," 29 Shamrock Grove, Dunleer, Louth ",219999,235000,-15001,-6.38,193,Louth,Leinster
2712,2022-06-24," 23 Carlinn Court, Mullaharlin Road, Dundalk, Co. Louth ",280000,270000,10000,3.7,193,Louth,Leinster
2713,2022-06-24," 53 Leinster Park, Harold's Cross, Dublin 6W ",695000,740000,-45000,-6.08,193,Dublin,Leinster
2716,2022-06-24," 17 Laverna Dale,, Castleknock, Dublin 15 ",520000,550000,-30000,-5.45,193,Dublin 15,Leinster
2717,2022-06-24," 24 Park Ridge Grangerath , Drogheda, Meath ",175000,185000,-10000,-5.41,193,Meath,Leinster
2718,2022-06-24," 72 Jolly Marnier , Athlone East, Westmeath ",240000,250000,-10000,-4.0,193,Westmeath,Leinster
2719,2022-06-24," Cnoc Bui - House On 9.04 Acres,Beldaragh,Ring Commons,Naul,Co Dublin ",945000,975000,-30000,-3.08,194,Dublin,Leinster
2720,2022-06-23," 18 Ballagh Cove,The Ballagh,Co. Wexford,Y21 YH31 ",259000,275000,-16000,-5.82,194,Wexford,Leinster
2721,2022-06-23," Johnstown,Ballyhaunis,Co,Mayo. ",155000,230000,-75000,-32.61,194,Mayo,Connaught
2722,2022-06-23," Johnstown,Ballyhaunis,Co. Mayo,F35TD29 ",210000,250000,-40000,-16.0,194,Mayo,Connaught
2724,2022-06-23," 121 Abbyfield, Ballitore, Kilcullen, Kildare ",230000,220000,10000,4.55,194,Kildare,Leinster
2725,2022-06-23," 121 Abbyfield, Ballitore, Kildare ",230000,220000,10000,4.55,194,Kildare,Leinster
2726,2022-06-23," 121 Abbyfield, Ballitore, Athy, Kildare ",230000,220000,10000,4.55,194,Kildare,Leinster
2728,2022-06-23," Bracken House, Cosher, Kilmuckridge, Wexford ",525000,550000,-25000,-4.55,194,Wexford,Leinster
2729,2022-06-23," Ballybeg Upper, Ferns, Wexford ",370000,385000,-15000,-3.9,195,Wexford,Leinster
2731,2022-06-23," The Pink House, Spiddal West, Spiddal, Co. Galway ",335000,350000,-15000,-4.29,195,Galway,Connaught
2732,2022-06-23," Tillys, Townshend Street, Skibbereen,   West Cork ",195000,220000,-25000,-11.36,195,Cork,Munster
2734,2022-06-23," Newtownbulter Road, Clones, Monaghan ",55000,70000,-15000,-21.43,195,Monaghan,Ulster
2735,2022-06-23," 3 Cill Dara Grove, Drimoleague,   West Cork ",199000,225000,-26000,-11.56,195,Cork,Munster
2736,2022-06-23," 4 Liffey Street South, Inchicore, Dublin 8 ",360000,295000,65000,22.03,195,Dublin 8,Leinster
2737,2022-06-23," 19 Curragh Glen, Upper Aghada, Midleton, Cork ",240000,260000,-20000,-7.69,195,Cork,Munster
2738,2022-06-23," 56 The Meadows, Bullock Park, Carlow Town, Carlow ",350000,340000,10000,2.94,195,Carlow,Leinster
2739,2022-06-23," 10 Larkhill Road, Whitehall,   Dublin 9 ",349950,395000,-45050,-11.41,195,Dublin 9,Leinster
2741,2022-06-23," Marlfield Cottage,Marlbog Road,Haggardstown,Dundalk,Co. Louth ",400000,385000,15000,3.9,196,Louth,Leinster
2744,2022-06-22," 131 Hazelmere, Naas, Kildare ",250000,260000,-10000,-3.85,196,Kildare,Leinster
2745,2022-06-22," 7 Cammock, Kilmainham, Dublin 8 ",325000,250000,75000,30.0,196,Dublin 8,Leinster
2746,2022-06-22," Castlemagarrett,Claremorris,Co Mayo,F12 R585 ",650000,900000,-250000,-27.78,196,Mayo,Connaught
2747,2022-06-22," Derryfadda,Kealkill,Co Cork,P75 F102 ",195000,225000,-30000,-13.33,196,Cork,Munster
2748,2022-06-22," Carrabaun, Westport, Mayo ",550000,675000,-125000,-18.52,196,Mayo,Connaught
2749,2022-06-22," 5 Millbrook Terrace, Kilmainham, Dublin 8 ",260000,275000,-15000,-5.45,196,Dublin 8,Leinster
2750,2022-06-22," 15 Clonuske Drive, Balbriggan, County Dublin ",270000,280000,-10000,-3.57,196,Dublin,Leinster
2751,2022-06-22," 3 Ballydaheen West, Mallow, Cork ",219000,220000,-1000,-0.45,196,Cork,Munster
2752,2022-06-22," 3 Suffolk St, Kells, Co. Meath ",118000,125000,-7000,-5.6,197,Meath,Leinster
2753,2022-06-22," 12 The Lawns, Athlumney Abbey, Navan, Co. Meath ",420000,445000,-25000,-5.62,197,Meath,Leinster
2754,2022-06-22," 4 Kanes Pass, Cooleragh, Coill Dubh, Kildare ",259950,279950,-20000,-7.14,197,Kildare,Leinster
2755,2022-06-22," Avenue House, Boreenmanna Road, Ballinlough,   Cork City ",650000,750000,-100000,-13.33,197,Cork,Munster
2756,2022-06-22," The Gaels' Rest, Clonattin Road, Gorey, Wexford ",340000,420000,-80000,-19.05,197,Wexford,Leinster
2757,2022-06-22," 13 Millbank, Shillelagh, Wicklow ",160000,150000,10000,6.67,197,Wicklow,Leinster
2758,2022-06-22," 6 Bernadette Avenue, Glenbrien, Oilgate, Co. Wexford ",185000,195000,-10000,-5.13,197,Wexford,Leinster
2759,2022-06-22," 1 Crofton Avenue, Dun Laoghaire, Co. Dublin ",1575000,1700000,-125000,-7.35,197,Dublin,Leinster
2760,2022-06-22," 4 Hillcrest, Kingscourt, Cavan ",215000,230000,-15000,-6.52,197,Cavan,Ulster
2761,2022-06-22," 4 Synnott place, North City Centre, Dublin 7 ",640000,700000,-60000,-8.57,197,Dublin 7,Leinster
2762,2022-06-22," 4 Synnott Place, North City Centre, Dublin 7 ",640000,700000,-60000,-8.57,197,Dublin 7,Leinster
2763,2022-06-22," Elton , Knocklong, Limerick ",180000,169000,11000,6.51,197,Limerick,Munster
2764,2022-06-22," Apartment 28 The Oaks Pelletstown Manor, Ashtown, Dublin 15 ",350000,355000,-5000,-1.41,197,Dublin 15,Leinster
2765,2022-06-22," 51 Bracken Hill, Sandyford,   Dublin 18 ",325000,310000,15000,4.84,197,Dublin 18,Leinster
2767,2022-06-22," Stag Cottage, Laragh East, Glendalough, Co. Wicklow ",525000,545000,-20000,-3.67,198,Wicklow,Leinster
2768,2022-06-22,"  9 Bargy Road, East Wall, Dublin 3 ",420000,430000,-10000,-2.33,198,Dublin 3,Leinster
2769,2022-06-22," 24 The Avenue Highlands., Drogheda, Meath ",310000,295000,15000,5.08,198,Meath,Leinster
2770,2022-06-22," Apartment 62, Hampton Wood Road, Finglas, Dublin 11, Finglas, Dublin 11 ",170000,175000,-5000,-2.86,198,Dublin 11,Leinster
2771,2022-06-22," Garryvarren, Ballymurn, Wexford ",495000,530000,-35000,-6.6,198,Wexford,Leinster
2772,2022-06-22," Apt. 9 Wilford Court, Bray, Bray, Wicklow ",365000,375000,-10000,-2.67,198,Wicklow,Leinster
2773,2022-06-22," Greenhall Castlecor, Mallow, Cork ",130000,125000,5000,4.0,198,Cork,Munster
2774,2022-06-22," 24 Malin Hall, Waterville Terrace, Blanchardstown, Dublin 15 ",249950,254950,-5000,-1.96,198,Dublin 15,Leinster
2776,2022-06-21," Friarstown, Bennekerry, Co. Carlow ",349500,370000,-20500,-5.54,198,Carlow,Leinster
2778,2022-06-21," 17 Creagan, Barna, Co. Galway ",329000,348000,-19000,-5.46,198,Galway,Connaught
2779,2022-06-21," 14 Castle St,Cahir,Co Tipperary,E21F344 ",295000,325000,-30000,-9.23,198,Tipperary,Munster
2781,2022-06-21," 131 De Selby Park, Citywest, Dublin 24 ",375000,369000,6000,1.63,199,Dublin 24,Leinster
2782,2022-06-21," 59 Glenmalure Square, Milltown, Dublin 6 ",495000,520000,-25000,-4.81,199,Dublin 6,Leinster
2783,2022-06-21," 81 Ballymun Road Glasnevin Dublin 9, Glasnevin, Dublin 9 ",715000,654750,60250,9.2,199,Dublin 9,Leinster
2785,2022-06-21," Apartment 6, Crosley House, Dock Road, City Centre (Limerick), Limerick City ",130000,140000,-10000,-7.14,199,Limerick,Munster
2786,2022-06-21," 2 St Peter & Paul's Terrace, Bruff, Limerick ",165000,179000,-14000,-7.82,199,Limerick,Munster
2788,2022-06-21," 8 St. Audoen's Terrace, Christchurch, Dublin 8 ",295000,320000,-25000,-7.81,199,Dublin 8,Leinster
2789,2022-06-21," Knockullard, Borris, Carlow ",785000,795000,-10000,-1.26,199,Carlow,Leinster
2791,2022-06-21," 17  Deanery Banks, Bawnboy, Cavan ",239000,259000,-20000,-7.72,199,Cavan,Ulster
2792,2022-06-21," 1 Florence Terrace, Bray, Co. Wicklow, Bray, Wicklow ",1850000,1950000,-100000,-5.13,199,Wicklow,Leinster
2793,2022-06-21," Crook Lane, Mornington, Meath, A92N4X2 ",360000,385000,-25000,-6.49,199,Meath,Leinster
2794,2022-06-21," Oysterbed Road, Sneem, Kerry ",80000,100000,-20000,-20.0,199,Kerry,Munster
2795,2022-06-21," 11 Belfry Close, Citywest, Dublin 24 ",295000,275000,20000,7.27,199,Dublin 24,Leinster
2796,2022-06-21," 22 Gerald Griffin Street, Blackpool, Cork ",400000,450000,-50000,-11.11,199,Cork,Munster
2797,2022-06-21," Rehins, Ballina, Mayo ",465000,545000,-80000,-14.68,200,Mayo,Connaught
2798,2022-06-21," Trim Road,Kiltale,Dunsany,Co. Meath,C15VK26 ",435000,450000,-15000,-3.33,200,Meath,Leinster
2799,2022-06-21," Ballywilliam,Kilcormac,Co Offaly,R42NY06 ",300000,320000,-20000,-6.25,200,Offaly,Leinster
2800,2022-06-20," 3 New Road, Birr, Co. Offaly ",169000,160000,9000,5.63,200,Offaly,Leinster
2802,2022-06-20," Newtown Cottage, Cloughjordan, Newtown, Co. Tipperary ",155000,175000,-20000,-11.43,200,Tipperary,Munster
2803,2022-06-20," Keepers Cove, Palmer Road, Rush, County Dublin ",365000,355000,10000,2.82,200,Dublin,Leinster
2804,2022-06-20," 68 Beechdale Court, Ballycullen,   Dublin 24 ",290000,300000,-10000,-3.33,200,Dublin 24,Leinster
2805,2022-06-20," No. 13 Dinglei coush, Bundoran, Donegal ",280000,300000,-20000,-6.67,200,Donegal,Ulster
2806,2022-06-20," White Strand Cottage, Rusheenduff, Renvyle, Galway ",425000,450000,-25000,-5.56,200,Galway,Connaught
2808,2022-06-20," 18 Tyrconnell Park, Inchicore, Dublin 8 ",400000,350000,50000,14.29,200,Dublin 8,Leinster
2811,2022-06-20," Meadowbank, Rathdermot, Bansha, Tipperary ",290000,295000,-5000,-1.69,201,Tipperary,Munster
2812,2022-06-20," 30C Melvin Fields, Kinlough, Leitrim ",170000,180000,-10000,-5.56,201,Leitrim,Connaught
2813,2022-06-20," 17 Oakland Grove, Scotshouse, Monaghan ",150000,140000,10000,7.14,201,Monaghan,Ulster
2814,2022-06-20," 9 Elm Park, Nutley Lane, Donnybrook, Dublin 4 ",1550000,1700000,-150000,-8.82,201,Dublin 4,Leinster
2816,2022-06-20," 105 Castlebyrne Park, Blackrock, Dublin ",499000,520000,-21000,-4.04,201,Dublin,Leinster
2817,2022-06-20," 103 Sandhills, Hacketstown Rd, Carlow Town, Carlow ",239000,235000,4000,1.7,201,Carlow,Leinster
2818,2022-06-20," 5 Patrick Street, Tramore, Waterford ",240000,250000,-10000,-4.0,201,Waterford,Munster
2819,2022-06-20," Crofton Park, Ballina, Mayo ",90000,70000,20000,28.57,201,Mayo,Connaught
2820,2022-06-19," 2 Cloughandine, County Clare, Liscannor, Co. Clare ",440000,400000,40000,10.0,201,Clare,Munster
2821,2022-06-19," Crosstown House,Ballycogley,Co Wexford,Y35 FF25 ",349000,399000,-50000,-12.53,201,Wexford,Leinster
2822,2022-06-18," 41 Upper St josephs Terrace, Athy, Kildare ",135000,145000,-10000,-6.9,201,Kildare,Leinster
2823,2022-06-18," 81 Roseland Avenue, Cualanor Dun, Dun Laoghaire, Dublin ",1050000,1150000,-100000,-8.7,201,Dublin,Leinster
2824,2022-06-18," Clareen,Birr,Co Offaly,R42 TH93 ",385000,395000,-10000,-2.53,201,Offaly,Leinster
2825,2022-06-18," Moher,Lanesborough,Co. Roscommon,N39 RK35 ",295000,350000,-55000,-15.71,201,Roscommon,Connaught
2826,2022-06-18," Apt.8 Delvin Court,Stamullen,Co Meath,K32 DT28 ",235000,225000,10000,4.44,202,Meath,Leinster
2827,2022-06-17," 10 Steeple Manor,Trim,Co Meath,C15 K526 ",450000,470000,-20000,-4.26,202,Meath,Leinster
2828,2022-06-17," Site At Sandy Lane,Rush,Co Dublin,K56 ",225000,275000,-50000,-18.18,202,Dublin,Leinster
2829,2022-06-17," Wish Willow,Whitepark,Arklow,Co. Wicklow,Y14 WY98 ",1950000,2300000,-350000,-15.22,202,Wicklow,Leinster
2830,2022-06-17," 148 Limekiln Wood,Dublin Road,Navan,Co. Meath,C15 VFH4 ",300000,270000,30000,11.11,202,Meath,Leinster
2832,2022-06-17," Racecourse Road, Roscommon Town ",450000,350000,100000,28.57,202,Roscommon,Connaught
2833,2022-06-17," 31 The Drumlins, Virginia, Cavan ",250000,260000,-10000,-3.85,202,Cavan,Ulster
2834,2022-06-17," Farnascullogue, Ballina, Mayo ",140000,130000,10000,7.69,202,Mayo,Connaught
2835,2022-06-17," 23 Dun Esker, Ballinasloe, Galway ",229500,225000,4500,2.0,202,Galway,Connaught
2837,2022-06-17," 24 Sliabh Carron, Gort, Galway ",215000,195000,20000,10.26,202,Galway,Connaught
2838,2022-06-17," Hoardstown,Lobinstown,Navan,Co Meath,C15 H1F7 ",495000,550000,-55000,-10.0,203,Meath,Leinster
2840,2022-06-17," 116 Clochran, Kilcloghans, Tuam, Galway ",225000,150000,75000,50.0,203,Galway,Connaught
2841,2022-06-17," ""Lissadell House"", Curragha Road, Ratoath, Meath ",975000,575000,400000,69.57,203,Meath,Leinster
2842,2022-06-17," Bishop Street, Tuam, Galway ",170000,180000,-10000,-5.56,203,Galway,Connaught
2844,2022-06-17," 1 Clarinda Park House, Clarinda Park West, Dun Laoghaire, Co. Dublin ",350000,385000,-35000,-9.09,203,Dublin,Leinster
2845,2022-06-17," 2 Botairin Na Muillinn, Dungarvan, Waterford ",170000,195000,-25000,-12.82,203,Waterford,Munster
2848,2022-06-17," 52 Standhouse Lawns, Newbridge, Kildare ",270000,285000,-15000,-5.26,203,Kildare,Leinster
2852,2022-06-17," 4 St Joseph's Terrace, Ballyhooly Road, St Lukes, Cork City ",255000,265000,-10000,-3.77,203,Cork,Munster
2853,2022-06-17," 19 The Old Mill, Ratoath, Meath ",565000,575000,-10000,-1.74,204,Meath,Leinster
2854,2022-06-17," Carrowwilkin, Curry, Sligo ",185000,135000,50000,37.04,204,Sligo,Connaught
2856,2022-06-17," Honeycomb and Honeypot House,Derryduff More,Coomhola,Bantry,Co. Cork ",495000,530000,-35000,-6.6,204,Cork,Munster
2857,2022-06-17," Darraghmore,Kilfinane,Co Limerick,V35 F635 ",275000,295000,-20000,-6.78,204,Limerick,Munster
2859,2022-06-16," The Coach Inn,Waddingtown,Cleariestown,Co. Wexford,Y35 A448 ",295000,280000,15000,5.36,204,Wexford,Leinster
2860,2022-06-16," 9 Rathsallagh Ave, Shankill, Dublin 18 ",449950,475000,-25050,-5.27,204,Dublin 18,Leinster
2865,2022-06-16," 14 Silver Springs, Dungarvan, Waterford ",385000,375000,10000,2.67,204,Waterford,Munster
2869,2022-06-16," Middletown Valley, Ballinatray Upper, Ardamine, Wexford ",50000,49000,1000,2.04,205,Wexford,Leinster
2870,2022-06-16," "" The Sycamore ""Harristown Drive, Kildangan, Kildare ",370000,360000,10000,2.78,205,Kildare,Leinster
2871,2022-06-16," 15 Oakton Green, Ballybrack, Dublin ",520000,499000,21000,4.21,205,Dublin,Leinster
2872,2022-06-16," 34 Charlesland Crescent, Greystones, Wicklow ",335000,340000,-5000,-1.47,205,Wicklow,Leinster
2874,2022-06-16," 22 Doonamana Road, Cabinteely, Dublin 18 ",675000,725000,-50000,-6.9,205,Dublin 18,Leinster
2875,2022-06-16," 54 Holywell, Upper Kilmacud Road, Stillorgan, Co. Dublin ",695000,745000,-50000,-6.71,205,Dublin,Leinster
2876,2022-06-16," 117 Howth Road, Clontarf, Dublin 3 ",450000,485000,-35000,-7.22,205,Dublin 3,Leinster
2877,2022-06-16," 8A,Elm Grove Park, Old Youghal Road, City Centre Nth, Cork ",375000,330000,45000,13.64,206,Cork,Munster
2878,2022-06-16," Apartment 44, Croke Gardens, Thurles, Tipperary ",85000,90000,-5000,-5.56,206,Tipperary,Munster
2879,2022-06-16," Ballyregan House,Killinick,Co Wexford,Y35NF72 ",575000,695000,-120000,-17.27,206,Wexford,Leinster
2880,2022-06-16," 50 Stonyford,Ballivor,Co Meath,C15 C2D9 ",235000,210000,25000,11.9,206,Meath,Leinster
2881,2022-06-15," The Purple Heather,Henry Street,Kenmare,Co. Kerry,V93 ET61 ",690000,800000,-110000,-13.75,206,Kerry,Munster
2883,2022-06-15," 59 Granville Road, Blackrock, County Dublin ",1115000,1195000,-80000,-6.69,206,Dublin,Leinster
2884,2022-06-15," Site With Full Planning Permission,Templebryan South,Shannonvale,Clonakilty,Co Cork ",130000,120000,10000,8.33,206,Cork,Munster
2885,2022-06-15," 80 Greenwood Park, Edenderry, Offaly ",160000,170000,-10000,-5.88,206,Offaly,Leinster
2886,2022-06-15," Island View, Garranagoleen, Clonakilty, Cork ",865000,965000,-100000,-10.36,206,Cork,Munster
2887,2022-06-15," 32 Marybrorough Crescent, Portlaoise, Laois ",165000,139000,26000,18.71,207,Laois,Leinster
2888,2022-06-15," Kilmore, Athleague, Co. Roscommon ",165000,135000,30000,22.22,207,Roscommon,Connaught
2889,2022-06-15," 7 Chapel Lane, Bruff, Co. Limerick ",159000,165000,-6000,-3.64,207,Limerick,Munster
2891,2022-06-15," 17 Lyons Avenue , Newcastle, Dublin ",285000,265000,20000,7.55,207,Dublin,Leinster
2892,2022-06-15," Oldgrange, Monasterevin, Kildare ",400000,425000,-25000,-5.88,207,Kildare,Leinster
2893,2022-06-15," 16 Monaloe Court, Cabinteely, Dublin 18 ",475000,495000,-20000,-4.04,207,Dublin 18,Leinster
2895,2022-06-15," Apartment 148, Block B, The Timber Mill, Kilmore Road, Artane, Dublin 5 ",285000,275000,10000,3.64,207,Dublin 5,Leinster
2896,2022-06-15," The Bungalow, Glenealy, Wicklow ",285000,275000,10000,3.64,207,Wicklow,Leinster
2898,2022-06-15," 11 Newcastle Manor Crescent , Newcastle, Dublin ",365000,355000,10000,2.82,208,Dublin,Leinster
2899,2022-06-15," 18 St. Etchens Court, Kinnegad, Westmeath ",235000,200000,35000,17.5,208,Westmeath,Leinster
2900,2022-06-15," Caplevane, Lusmagh, Co. Offaly ",125000,140000,-15000,-10.71,208,Offaly,Leinster
2901,2022-06-15," Arran Street East, Smithfield, Dublin 7 ",460000,430000,30000,6.98,208,Dublin 7,Leinster
2903,2022-06-15," 83 The Belfry,Trim,Co Meath,C15 P2E1 ",315000,320000,-5000,-1.56,208,Meath,Leinster
2904,2022-06-15," 18 Kellys Bay Heights,Skerries,Co. Dublin,K34 YA71 ",269000,285000,-16000,-5.61,208,Dublin,Leinster
2905,2022-06-15," Acorn Lodge,Boherash,Mallow,Co. Cork,P51 TW44 ",230000,235000,-5000,-2.13,208,Cork,Munster
2906,2022-06-15," Liseux,Hillview,Old Road,Cashel,Co Tipperary ",230000,250000,-20000,-8.0,208,Tipperary,Munster
2907,2022-06-14," 58 Jolly Mariner Marina Village, Athlone, Co. Westmeath ",249000,259000,-10000,-3.86,208,Westmeath,Leinster
2910,2022-06-14," Renvyle, Falls Road, Rathmichael, Dublin 18 ",2750000,2950000,-200000,-6.78,208,Dublin 18,Leinster
2911,2022-06-14," 17 Village Court, Upper Patrick Street, Co. Kilkenny ",270000,290000,-20000,-6.9,208,Kilkenny,Leinster
2912,2022-06-14," Kilrush Creek Marina, Merchants Quay, Kilrush, Clare ",200000,250000,-50000,-20.0,208,Clare,Munster
2913,2022-06-14," 39 Moore Park, Newbridge, Kildare ",430000,410000,20000,4.88,209,Kildare,Leinster
2914,2022-06-14," Coorycommane, Coomhola Bridge, Bantry, Co. Cork ",295000,325000,-30000,-9.23,209,Cork,Munster
2916,2022-06-14," 28 Roseland Avenue, Cualanor Crescent, Dun Laoghaire, Co. Dublin ",995000,1075000,-80000,-7.44,209,Dublin,Leinster
2917,2022-06-14," 12 Hillview, Summerhill, Meath ",440000,430000,10000,2.33,209,Meath,Leinster
2918,2022-06-14," Paris, Heir Island, Islands,   West Cork ",695000,775000,-80000,-10.32,209,Cork,Munster
2919,2022-06-14," Main Street , Clifden, Galway ",625000,675000,-50000,-7.41,209,Galway,Connaught
2920,2022-06-14," Ardeevin, Church Hill, Wicklow Town, Wicklow ",595000,650000,-55000,-8.46,209,Wicklow,Leinster
2921,2022-06-14," Site at 1 St. Bridget's Place, Church Bay, Crosshaven, Cork ",140000,160000,-20000,-12.5,209,Cork,Munster
2922,2022-06-14," 13 Roselawn Rosehill , Kilkenny, Kilkenny ",350000,365000,-15000,-4.11,209,Kilkenny,Leinster
